month,day,height,numengs,time_of_day,season,phase_of_flt,damage,effect,sky,min_bird_struck,max_bird_struck,size,struck_combined,damage_combined,eng_fail
02,07,800,2,day,winter,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,15,3000,4,unknown,fall,approach,M,none,unknown,1,1,medium,TRUE,TRUE,0
11,28,1300,2,night,fall,approach,N,none,nocloud,2,10,medium,TRUE,FALSE,0
09,24,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,21,0,2,unknown,fall,takeoffrun,U,none,unknown,1,1,medium,TRUE,FALSE,0
10,20,500,2,dawn,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,30,13,2,unknown,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,24,2000,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,04,0,2,day,summer,takeoffrun,U,none,unknown,1,1,medium,TRUE,FALSE,0
12,31,0,2,day,winter,takeoffrun,U,none,overcast,2,10,small,FALSE,FALSE,0
09,15,0,4,day,fall,takeoffrun,N,other,overcast,2,10,medium,TRUE,FALSE,0
08,07,0,2,day,summer,landingroll,U,none,unknown,1,1,large,FALSE,FALSE,0
11,12,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
04,18,0,2,unknown,spring,takeoffrun,N,abortedtakeoff,unknown,1,1,large,FALSE,FALSE,0
09,11,0,2,day,fall,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
12,17,0,1,day,winter,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
09,05,0,2,day,fall,takeoffrun,N,none,unknown,1,1,small,FALSE,FALSE,0
03,29,0,2,unknown,spring,landingroll,N,none,unknown,2,10,small,TRUE,FALSE,0
11,02,250,2,night,fall,approach,M?,none,overcast,2,10,medium,TRUE,TRUE,0
11,08,0,2,night,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
01,06,1100,2,day,winter,climb,M?,precautionarylanding,overcast,2,10,large,TRUE,TRUE,0
09,30,200,2,unknown,fall,climb,N,none,unknown,1,1,medium,TRUE,FALSE,0
11,06,11000,2,unknown,fall,climb,M,none,unknown,1,1,large,TRUE,TRUE,0
08,29,5000,2,unknown,summer,climb,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,19,2000,2,night,fall,climb,S,precautionarylanding,nocloud,1,1,small,TRUE,TRUE,0
01,25,0,2,unknown,winter,takeoffrun,N,none,unknown,1,1,medium,FALSE,FALSE,0
09,13,3000,2,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,16,0,2,unknown,fall,takeoffrun,N,other,unknown,1,1,medium,TRUE,FALSE,0
11,11,60,2,day,fall,approach,U,none,unknown,2,10,medium,TRUE,FALSE,0
10,31,25,1,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,16,2000,3,day,summer,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
12,18,0,2,day,winter,takeoffrun,U,none,overcast,2,10,medium,FALSE,FALSE,0
07,24,0,2,unknown,summer,takeoffrun,S,none,unknown,1,1,medium,TRUE,TRUE,0
10,20,0,1,dusk,fall,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,13,100,3,unknown,fall,approach,M?,none,unknown,1,1,medium,TRUE,TRUE,0
07,13,5,2,day,summer,climb,M,none,somecloud,2,10,medium,TRUE,TRUE,0
08,10,0,2,day,summer,taxi,S,none,unknown,1,1,large,TRUE,TRUE,0
09,26,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,medium,FALSE,FALSE,0
06,02,0,2,day,summer,takeoffrun,M,abortedtakeoff,unknown,1,1,large,TRUE,TRUE,0
10,20,5,2,day,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
12,14,200,2,day,winter,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
03,15,0,3,unknown,spring,takeoffrun,N,none,unknown,1,1,small,TRUE,FALSE,0
10,11,3000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,22,400,2,unknown,fall,approach,M,none,unknown,1,1,large,TRUE,TRUE,0
10,01,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
10,02,300,2,day,fall,approach,M?,none,somecloud,1,1,large,TRUE,TRUE,0
09,19,50,2,night,fall,approach,N,none,overcast,1,1,medium,TRUE,FALSE,0
05,11,0,2,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
12,07,5,1,night,winter,climb,M,precautionarylanding,overcast,1,1,large,TRUE,TRUE,0
07,07,0,2,day,summer,takeoffrun,U,none,somecloud,1,1,small,FALSE,FALSE,0
09,01,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,15,0,2,unknown,summer,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
11,10,0,2,day,fall,takeoffrun,N,none,somecloud,1,1,small,TRUE,FALSE,0
11,07,175,2,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,17,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
11,30,0,2,unknown,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
06,11,20,2,day,summer,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
09,15,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,10,700,2,day,fall,climb,S,precautionarylanding,nocloud,1,1,large,TRUE,TRUE,0
10,17,2000,2,night,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,01,0,1,unknown,fall,landingroll,N,none,unknown,1,1,large,FALSE,FALSE,0
12,14,100,2,day,winter,approach,N,none,somecloud,2,10,small,TRUE,FALSE,0
10,08,150,2,night,fall,approach,N,none,nocloud,2,10,large,TRUE,FALSE,0
10,26,100,2,day,fall,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
12,11,850,1,night,winter,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,10,1300,2,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
09,29,500,2,night,fall,approach,N,none,nocloud,2,10,medium,TRUE,FALSE,0
09,12,1000,3,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
11,08,0,2,unknown,fall,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,17,100,3,day,summer,climb,M?,none,somecloud,2,10,small,TRUE,TRUE,0
04,23,50,2,unknown,spring,climb,N,none,overcast,1,1,medium,TRUE,FALSE,0
04,23,50,2,dawn,spring,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
07,21,0,2,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,small,FALSE,FALSE,0
10,02,0,2,night,fall,takeoffrun,N,none,unknown,1,1,large,TRUE,FALSE,0
04,28,300,1,day,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,22,0,2,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,01,0,2,night,fall,landingroll,M,other,unknown,1,1,large,TRUE,TRUE,0
05,31,0,2,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
01,15,0,2,unknown,winter,takeoffrun,U,abortedtakeoff,unknown,1,1,medium,TRUE,FALSE,0
10,21,50,3,day,fall,approach,U,none,somecloud,1,1,small,FALSE,FALSE,0
12,17,1500,2,unknown,winter,approach,N,other,unknown,2,10,medium,TRUE,FALSE,0
11,17,2000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,17,0,2,unknown,fall,takeoffrun,U,abortedtakeoff,unknown,2,10,medium,TRUE,FALSE,0
10,12,6000,4,unknown,fall,climb,N,none,unknown,1,1,large,TRUE,FALSE,0
11,04,0,2,day,fall,takeoffrun,U,none,unknown,1,1,medium,TRUE,FALSE,0
10,23,9,2,day,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,06,0,1,dusk,fall,takeoffrun,M?,abortedtakeoff,nocloud,1,1,large,TRUE,TRUE,0
09,05,0,2,dawn,fall,takeoffrun,N,none,nocloud,2,10,medium,TRUE,FALSE,0
09,09,10,4,dusk,fall,climb,M?,engineshutdown,somecloud,2,10,medium,TRUE,TRUE,1
08,14,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
01,02,0,2,unknown,winter,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,15,10,2,day,summer,climb,N,none,nocloud,1,1,large,TRUE,FALSE,0
10,01,1000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,12,500,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,28,0,1,night,fall,landingroll,M?,none,unknown,1,1,large,TRUE,TRUE,0
08,01,200,2,unknown,summer,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
07,17,0,3,unknown,summer,takeoffrun,U,none,unknown,1,1,medium,TRUE,FALSE,0
10,13,0,2,unknown,fall,takeoffrun,U,none,unknown,1,1,medium,FALSE,FALSE,0
11,02,1300,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
02,06,40,3,night,winter,climb,N,none,overcast,1,1,small,TRUE,FALSE,0
09,08,50,4,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,09,0,2,night,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
10,07,500,1,night,fall,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
11,07,0,2,day,fall,landingroll,M?,none,overcast,2,10,medium,TRUE,TRUE,0
11,10,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,large,TRUE,FALSE,0
11,04,5000,2,night,fall,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
02,10,0,2,day,winter,takeoffrun,N,none,unknown,1,1,large,FALSE,FALSE,0
08,28,10,3,day,summer,climb,N,none,somecloud,2,10,medium,TRUE,FALSE,0
11,29,0,2,night,fall,takeoffrun,U,none,nocloud,1,1,small,FALSE,FALSE,0
10,01,0,2,unknown,fall,landingroll,M,other,unknown,1,1,large,TRUE,TRUE,0
07,30,0,2,day,summer,landingroll,N,none,somecloud,11,100,small,TRUE,FALSE,0
06,18,1500,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
10,16,0,2,day,fall,landingroll,N,other,somecloud,1,1,small,TRUE,FALSE,0
12,03,60,2,day,winter,approach,N,none,overcast,2,10,small,TRUE,FALSE,0
12,12,300,2,dusk,winter,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
09,25,0,3,unknown,fall,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,22,9000,2,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,25,5000,3,unknown,fall,approach,U,none,unknown,2,10,medium,TRUE,FALSE,0
12,30,100,2,night,winter,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,28,0,3,day,summer,takeoffrun,N,none,somecloud,1,1,medium,TRUE,FALSE,0
12,16,10,2,day,winter,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
08,28,0,2,day,summer,takeoffrun,S,precautionarylanding,nocloud,100,999,small,TRUE,TRUE,0
11,11,0,2,unknown,fall,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
05,28,5,2,dawn,spring,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
12,05,200,2,day,winter,approach,M,none,overcast,1,1,medium,TRUE,TRUE,0
06,25,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,20,300,2,day,fall,climb,M?,precautionarylanding,somecloud,1,1,small,TRUE,TRUE,0
10,18,1000,2,night,fall,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,23,500,2,day,fall,climb,N,none,somecloud,1,1,medium,TRUE,FALSE,0
09,30,300,2,unknown,fall,approach,N,none,unknown,1,1,small,TRUE,FALSE,0
08,22,0,1,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
04,19,100,2,unknown,spring,approach,U,none,unknown,2,10,small,TRUE,FALSE,0
05,12,0,2,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
01,28,0,3,unknown,winter,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
12,30,0,3,unknown,winter,takeoffrun,M?,abortedtakeoff,unknown,1,1,medium,TRUE,TRUE,0
11,24,500,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
09,02,20,2,dawn,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,31,1000,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
02,05,1200,3,day,winter,climb,N,none,nocloud,1,1,large,FALSE,FALSE,0
11,21,6500,3,night,fall,descent,M,none,nocloud,11,100,large,TRUE,TRUE,0
10,24,0,2,unknown,fall,landingroll,M,none,unknown,2,10,medium,TRUE,TRUE,0
06,18,0,2,night,summer,takeoffrun,D,other,unknown,1,1,medium,TRUE,TRUE,0
07,07,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,19,1800,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,11,0,2,unknown,summer,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
06,22,0,2,day,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
06,07,0,2,unknown,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
12,02,0,2,unknown,winter,takeoffrun,U,none,unknown,1,1,medium,FALSE,FALSE,0
10,16,100,3,dawn,fall,climb,N,none,nocloud,2,10,small,TRUE,FALSE,0
09,19,1800,3,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,12,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,medium,TRUE,FALSE,0
06,15,500,2,day,summer,climb,U,none,somecloud,1,1,medium,FALSE,FALSE,0
12,17,0,2,night,winter,landingroll,N,none,unknown,1,1,large,TRUE,FALSE,0
05,08,2500,2,night,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
09,26,0,2,dusk,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
09,08,10,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,12,0,2,unknown,summer,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
04,28,1500,1,day,spring,climb,M,none,somecloud,1,1,large,TRUE,TRUE,0
04,29,0,2,day,spring,landingroll,N,none,somecloud,1,1,small,TRUE,FALSE,0
08,04,0,2,day,summer,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
12,09,0,2,day,winter,takeoffrun,N,none,unknown,1,1,medium,FALSE,FALSE,0
01,26,300,3,unknown,winter,approach,N,none,unknown,2,10,medium,TRUE,FALSE,0
04,30,0,2,day,spring,landingroll,M?,none,unknown,1,1,medium,TRUE,TRUE,0
09,01,0,1,unknown,fall,landingroll,S,other,unknown,1,1,large,FALSE,TRUE,0
09,03,300,2,day,fall,approach,N,none,overcast,1,1,small,TRUE,FALSE,0
10,19,1500,2,unknown,fall,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
09,26,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
08,31,0,2,night,summer,takeoffrun,M,abortedtakeoff,unknown,1,1,large,TRUE,TRUE,0
09,10,0,2,dawn,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
09,20,0,1,night,fall,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
07,13,0,2,unknown,summer,taxi,N,other,unknown,1,1,medium,TRUE,FALSE,0
10,23,0,4,day,fall,takeoffrun,M?,engineshutdown,overcast,1,1,medium,TRUE,TRUE,1
12,12,1975,2,night,winter,climb,M?,precautionarylanding,somecloud,2,10,large,TRUE,TRUE,0
01,25,0,3,unknown,winter,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
03,27,0,2,night,spring,takeoffrun,M?,none,nocloud,2,10,medium,TRUE,TRUE,0
11,26,0,2,day,fall,takeoffrun,N,abortedtakeoff,somecloud,2,10,medium,TRUE,FALSE,0
10,19,0,2,day,fall,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
07,25,0,3,unknown,summer,takeoffrun,N,none,unknown,1,1,small,TRUE,FALSE,0
11,07,0,1,night,fall,landingroll,S,other,nocloud,1,1,large,TRUE,TRUE,0
06,30,1000,2,unknown,summer,approach,N,none,unknown,1,1,medium,TRUE,FALSE,0
05,01,0,2,night,spring,landingroll,N,none,unknown,1,1,large,TRUE,FALSE,0
10,30,0,2,day,fall,takeoffrun,U,none,nocloud,1,1,medium,FALSE,FALSE,0
09,05,0,2,unknown,fall,takeoffrun,S,none,unknown,1,1,medium,TRUE,TRUE,0
09,08,0,2,unknown,fall,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,11,500,2,unknown,fall,approach,N,none,unknown,1,1,medium,FALSE,FALSE,0
10,13,0,4,unknown,fall,takeoffrun,U,none,unknown,1,1,medium,TRUE,FALSE,0
10,14,6000,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,13,1100,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,20,0,3,unknown,spring,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
11,17,0,2,unknown,fall,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,08,0,3,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
06,16,0,2,day,summer,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
09,09,9400,2,day,fall,climb,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,15,0,1,dusk,fall,takeoffrun,M,other,unknown,1,1,large,TRUE,TRUE,0
09,23,0,2,day,fall,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,15,0,1,night,fall,takeoffrun,M,none,unknown,1,1,large,TRUE,TRUE,0
11,15,0,2,night,fall,landingroll,N,none,unknown,1,1,large,TRUE,FALSE,0
08,18,50,2,unknown,summer,climb,U,none,overcast,1,1,small,FALSE,FALSE,0
11,03,0,3,day,fall,takeoffrun,N,none,nocloud,2,10,small,TRUE,FALSE,0
12,10,0,2,night,winter,landingroll,S,engineshutdown,somecloud,1,1,large,TRUE,TRUE,1
12,27,6900,2,night,winter,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
12,01,0,2,unknown,winter,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
10,26,0,1,day,fall,landingroll,N,none,unknown,1,1,large,TRUE,FALSE,0
10,03,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,05,0,1,unknown,summer,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
10,18,0,2,unknown,fall,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
03,17,0,2,dusk,spring,landingroll,N,none,overcast,2,10,small,TRUE,FALSE,0
12,01,8000,2,night,winter,climb,M,none,somecloud,1,1,small,TRUE,TRUE,0
04,20,0,2,night,spring,landingroll,U,none,nocloud,1,1,medium,FALSE,FALSE,0
02,23,0,2,unknown,winter,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
12,09,0,2,day,winter,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
06,29,0,2,day,summer,takeoffrun,M,none,somecloud,1,1,small,TRUE,TRUE,0
09,03,5000,3,unknown,fall,climb,N,none,unknown,1,1,medium,TRUE,FALSE,0
06,14,0,2,day,summer,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
04,12,3000,3,unknown,spring,approach,U,none,unknown,1,1,medium,TRUE,FALSE,0
10,16,500,2,dusk,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
01,01,0,3,unknown,winter,takeoffrun,M,abortedtakeoff,unknown,1,1,large,TRUE,TRUE,0
07,29,35,2,day,summer,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
06,17,0,2,day,summer,landingroll,N,none,overcast,1,1,medium,TRUE,FALSE,0
08,08,0,1,day,summer,landingroll,M,none,unknown,1,1,large,TRUE,TRUE,0
10,17,0,2,day,fall,landingroll,U,none,nocloud,2,10,medium,TRUE,FALSE,0
02,23,0,2,unknown,winter,landingroll,U,none,unknown,1,1,unknown,TRUE,FALSE,0
04,23,0,2,day,spring,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
05,16,0,2,day,spring,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
12,31,0,3,night,winter,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
06,10,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,unknown,TRUE,FALSE,0
02,28,0,3,night,winter,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
10,24,0,2,night,fall,landingroll,N,none,unknown,2,10,large,TRUE,FALSE,0
01,25,0,2,unknown,winter,landingroll,N,none,unknown,1,1,unknown,TRUE,FALSE,0
09,14,0,2,day,fall,takeoffrun,U,none,unknown,1,1,unknown,TRUE,FALSE,0
03,18,0,3,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
09,21,0,1,unknown,fall,takeoffrun,M,none,unknown,1,1,large,TRUE,TRUE,0
04,03,0,2,unknown,spring,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
01,01,0,2,unknown,winter,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
05,20,0,2,unknown,spring,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
12,10,0,2,unknown,winter,landingroll,U,none,unknown,1,1,unknown,TRUE,FALSE,0
01,12,0,2,unknown,winter,takeoffrun,U,none,unknown,1,1,unknown,TRUE,FALSE,0
04,01,0,2,unknown,spring,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
12,14,0,2,unknown,winter,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
08,03,0,2,unknown,summer,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
12,21,0,2,unknown,winter,landingroll,U,none,unknown,1,1,small,TRUE,FALSE,0
01,22,0,2,unknown,winter,takeoffrun,U,none,unknown,1,1,small,TRUE,FALSE,0
05,14,0,2,unknown,spring,takeoffrun,M,other,unknown,1,1,large,TRUE,TRUE,0
06,08,0,3,day,summer,landingroll,N,none,unknown,1,1,medium,FALSE,FALSE,0
08,25,7000,2,night,summer,descent,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,22,3000,3,night,spring,approach,N,none,nocloud,1,1,large,TRUE,FALSE,0
10,04,2000,2,day,fall,approach,N,none,nocloud,2,10,small,TRUE,FALSE,0
04,01,0,2,unknown,spring,landingroll,N,none,unknown,1,1,medium,TRUE,FALSE,0
03,11,500,2,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
04,20,50,2,night,spring,approach,N,none,nocloud,1,1,large,TRUE,FALSE,0
08,08,0,2,day,summer,landingroll,N,none,nocloud,2,10,small,TRUE,FALSE,0
08,28,1500,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,16,5000,2,unknown,summer,climb,N,other,unknown,1,1,medium,TRUE,FALSE,0
05,15,1000,2,day,spring,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
05,21,4000,2,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
07,14,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,small,FALSE,FALSE,0
11,23,200,2,dusk,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
06,21,10,2,dusk,summer,approach,M,none,nocloud,1,1,medium,TRUE,TRUE,0
03,27,50,1,day,spring,approach,N,none,somecloud,1,1,medium,TRUE,FALSE,0
05,01,0,2,dusk,spring,landingroll,N,none,somecloud,1,1,medium,TRUE,FALSE,0
06,01,0,2,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
07,22,0,3,unknown,summer,takeoffrun,N,none,unknown,1,1,medium,TRUE,FALSE,0
06,25,0,2,day,summer,takeoffrun,N,abortedtakeoff,somecloud,1,1,medium,TRUE,FALSE,0
08,16,500,2,day,summer,approach,U,none,nocloud,1,1,small,FALSE,FALSE,0
09,13,0,2,night,fall,landingroll,N,none,nocloud,2,10,large,TRUE,FALSE,0
09,24,1200,2,night,fall,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
04,16,5000,2,day,spring,descent,M?,none,somecloud,1,1,large,FALSE,TRUE,0
06,21,0,2,day,summer,takeoffrun,N,none,overcast,1,1,small,TRUE,FALSE,0
02,28,50,2,day,winter,climb,M,none,overcast,1,1,medium,TRUE,TRUE,0
08,23,0,2,day,summer,takeoffrun,U,none,somecloud,1,1,small,TRUE,FALSE,0
01,30,0,2,day,winter,landingroll,N,none,overcast,2,10,small,TRUE,FALSE,0
05,14,500,2,day,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
07,24,30,1,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
06,25,10,3,day,summer,climb,N,none,unknown,1,1,small,FALSE,FALSE,0
06,13,50,2,day,summer,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
05,09,0,2,day,spring,takeoffrun,N,none,nocloud,1,1,small,FALSE,FALSE,0
04,02,0,1,day,spring,takeoffrun,U,none,overcast,2,10,medium,FALSE,FALSE,0
01,06,0,4,day,winter,takeoffrun,N,abortedtakeoff,unknown,1,1,small,TRUE,FALSE,0
08,26,20,1,day,summer,climb,N,precautionarylanding,somecloud,2,10,small,TRUE,FALSE,0
08,06,100,2,dusk,summer,approach,N,none,nocloud,1,1,small,FALSE,FALSE,0
07,06,700,2,day,summer,approach,N,none,nocloud,1,1,medium,TRUE,FALSE,0
07,18,500,2,day,summer,approach,M,none,nocloud,1,1,medium,TRUE,TRUE,0
05,31,2200,3,night,spring,climb,N,none,nocloud,1,1,medium,TRUE,FALSE,0
03,06,1500,2,night,spring,approach,M,none,nocloud,1,1,small,TRUE,TRUE,0
04,26,500,2,dusk,spring,approach,M?,none,unknown,1,1,large,TRUE,TRUE,0
06,21,0,3,unknown,summer,landingroll,N,none,somecloud,1,1,medium,FALSE,FALSE,0
03,25,900,2,night,spring,approach,N,none,unknown,1,1,medium,FALSE,FALSE,0
09,22,0,2,night,fall,takeoffrun,U,none,overcast,1,1,large,FALSE,FALSE,0
06,28,7000,2,night,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
09,14,200,4,day,fall,approach,N,none,somecloud,1,1,small,TRUE,FALSE,0
02,10,20,2,day,winter,climb,N,none,somecloud,1,1,small,TRUE,FALSE,0
07,19,0,2,day,summer,takeoffrun,N,none,nocloud,1,1,small,TRUE,FALSE,0
02,13,0,2,day,winter,landingroll,N,none,overcast,1,1,small,TRUE,FALSE,0
02,14,0,2,unknown,winter,landingroll,S,none,unknown,2,10,small,TRUE,TRUE,0
05,07,650,2,night,spring,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
08,10,1500,2,day,summer,approach,N,none,nocloud,1,1,small,TRUE,FALSE,0
05,03,20,2,day,spring,climb,N,precautionarylanding,overcast,2,10,medium,TRUE,FALSE,0
09,10,0,1,unknown,fall,landingroll,M,other,unknown,1,1,large,TRUE,TRUE,0
11,16,0,2,day,fall,landingroll,N,none,nocloud,1,1,small,TRUE,FALSE,0
11,12,2100,2,dusk,fall,approach,M,none,overcast,2,10,large,TRUE,TRUE,0
03,14,20,2,day,spring,climb,U,none,nocloud,1,1,medium,FALSE,FALSE,0
